trial,T_n,centered_by_n13,zscore
533,1606,0.041200000000003456,0.034555245969423609
534,1604,-0.15879999999999656,-0.13318866650349245
535,1606,0.041200000000003456,0.034555245969423609
536,1590,-1.5587999999999966,-1.3073960538139049
537,1614,0.8412000000000035,0.70553089586108786
538,1604,-0.15879999999999656,-0.13318866650349245
539,1630,2.4412000000000034,2.0474821956444162
540,1594,-1.1587999999999965,-0.97190822886807282
541,1614,0.8412000000000035,0.70553089586108786
542,1614,0.8412000000000035,0.70553089586108786
543,1610,0.44120000000000348,0.37004307091525573
544,1598,-0.75879999999999659,-0.63642040392224064
545,1612,0.64120000000000343,0.53778698338817177
546,1602,-0.35879999999999657,-0.30093257897640852
547,1602,-0.35879999999999657,-0.30093257897640852
548,1588,-1.7587999999999966,-1.475139966286821
549,1608,0.24120000000000347,0.20229915844233967
550,1614,0.8412000000000035,0.70553089586108786
551,1608,0.24120000000000347,0.20229915844233967
552,1612,0.64120000000000343,0.53778698338817177
553,1610,0.44120000000000348,0.37004307091525573
554,1618,1.2412000000000034,1.0410187208069199
555,1620,1.4412000000000034,1.208762633279836
556,1612,0.64120000000000343,0.53778698338817177
557,1592,-1.3587999999999965,-1.1396521413409888
558,1590,-1.5587999999999966,-1.3073960538139049
559,1608,0.24120000000000347,0.20229915844233967
560,1596,-0.95879999999999654,-0.80416431639515673
561,1618,1.2412000000000034,1.0410187208069199
562,1638,3.2412000000000036,2.7184578455360806
563,1588,-1.7587999999999966,-1.475139966286821
564,1624,1.8412000000000035,1.5442504582256682
565,1598,-0.75879999999999659,-0.63642040392224064
566,1612,0.64120000000000343,0.53778698338817177
567,1618,1.2412000000000034,1.0410187208069199
568,1588,-1.7587999999999966,-1.475139966286821
569,1620,1.4412000000000034,1.208762633279836
570,1592,-1.3587999999999965,-1.1396521413409888
571,1608,0.24120000000000347,0.20229915844233967
572,1612,0.64120000000000343,0.53778698338817177
573,1610,0.44120000000000348,0.37004307091525573
574,1608,0.24120000000000347,0.20229915844233967
575,1636,3.0412000000000035,2.5507139330631645
576,1610,0.44120000000000348,0.37004307091525573
577,1614,0.8412000000000035,0.70553089586108786
578,1604,-0.15879999999999656,-0.13318866650349245
579,1598,-0.75879999999999659,-0.63642040392224064
580,1598,-0.75879999999999659,-0.63642040392224064
581,1600,-0.55879999999999652,-0.46867649144932461
